,CATAID,WHAN classification,BPT classification
110123,3012243,SF,unclassified
110124,3012244,retired,unclassified
110125,3012245,unclassified,unclassified
110126,3012246,sAGN,composite
110127,3012247,SF,unclassified
110128,3012248,retired,seyfert
110129,3012249,retired,composite
110130,3012250,unclassified,unclassified
110131,3012251,sAGN,composite
110132,3012252,SF,SF
110133,3012253,SF,SF
110134,3012254,SF,unclassified
110135,3012255,wAGN,unclassified
110136,3012256,SF,SF
110137,3012257,wAGN,unclassified
110138,3012258,wAGN,composite
110139,3012259,unclassified,unclassified
110140,3012260,SF,composite
110141,3012261,wAGN,composite
110142,3012262,SF,composite
110143,3012263,unclassified,unclassified
110144,3012264,retired,unclassified
110145,3012265,retired,unclassified
110146,3012266,SF,SF
110147,3012267,SF,SF
110148,3012268,SF,unclassified
110149,3012269,retired,composite
110150,3012270,sAGN,SF
110151,3012271,passive,LINERs
110152,3012272,passive,composite
110153,3012273,SF,unclassified
110154,3012274,unclassified,unclassified
110155,3012275,retired,composite
110156,3012276,retired,unclassified
110157,3012277,unclassified,unclassified
110158,3012278,SF,SF
110159,3012279,SF,SF
110160,3012280,SF,composite
110161,3012281,unclassified,unclassified
110162,3012282,unclassified,unclassified
110163,3012283,SF,SF
110164,3012284,retired,LINERs
110165,3012285,retired,unclassified
110166,3012286,passive,composite
110167,3012287,retired,unclassified
110168,3012288,SF,SF
110169,3012289,SF,unclassified
110170,3012290,retired,unclassified
110171,3012291,unclassified,unclassified
110172,3012292,SF,unclassified
110173,3012293,retired,unclassified
110174,3012294,retired,unclassified
110175,3012295,SF,SF
110176,3012296,unclassified,unclassified
110177,3012297,retired,LINERs
110178,3012298,unclassified,unclassified
110179,3012299,SF,SF
110180,3012300,sAGN,composite
110181,3012301,SF,SF
110182,3012302,unclassified,unclassified
110183,3012303,unclassified,unclassified
110184,3012304,unclassified,unclassified
110185,3012305,unclassified,unclassified
110186,3012306,SF,SF
110187,3012307,retired,unclassified
110188,3012308,retired,unclassified
110189,3012309,SF,unclassified
110190,3012310,SF,composite
110191,3012311,retired,unclassified
110192,3012312,SF,SF
110193,3012313,sAGN,composite
110194,3012314,retired,SF
110195,3012315,SF,SF
110196,3012316,wAGN,composite
110197,3012317,retired,LINERs
110198,3012318,SF,SF
110199,3012319,wAGN,composite
110200,3012320,sAGN,composite
110201,3012321,SF,unclassified
110202,3012322,SF,SF
110203,3012323,SF,unclassified
110204,3012324,retired,unclassified
110205,3012325,sAGN,SF
110206,3012326,sAGN,composite
110207,3012327,SF,composite
110208,3012328,retired,unclassified
110209,3012329,sAGN,composite
110210,3012330,unclassified,unclassified
110211,3012331,sAGN,composite
110212,3012332,SF,unclassified
110213,3012333,SF,SF
110214,3012334,SF,unclassified
110215,3012335,SF,composite
110216,3012336,retired,LINERs
110217,3012337,SF,SF
110218,3012338,SF,unclassified
110219,3012339,SF,SF
110220,3012340,sAGN,seyfert
110221,3012341,wAGN,composite
110222,3012342,retired,unclassified
110223,3012343,retired,unclassified
110224,3012344,unclassified,unclassified
110225,3012345,wAGN,composite
110226,3012346,sAGN,SF
110227,3012347,SF,composite
110228,3012348,SF,SF
110229,3012349,SF,SF
110230,3012350,retired,composite
110231,3012351,retired,unclassified
110232,3012352,retired,unclassified
110233,3012353,sAGN,composite
110234,3012354,SF,unclassified
110235,3012355,SF,SF
110236,3012356,SF,SF
110237,3012357,SF,SF
110238,3012358,SF,composite
110239,3012359,unclassified,unclassified
110240,3012360,SF,SF
110241,3012361,unclassified,unclassified
110242,3012362,sAGN,seyfert
110243,3012363,retired,seyfert
110244,3012364,sAGN,LINERs
110245,3012365,SF,SF
110246,3012366,retired,composite
110247,3012367,SF,SF
110248,3012368,SF,SF
110249,3012369,SF,SF
110250,3012370,sAGN,composite
110251,3012371,sAGN,composite
110252,3012372,SF,unclassified
110253,3012373,sAGN,seyfert
110254,3012374,wAGN,unclassified
110255,3012375,SF,SF
110256,3012376,SF,composite
110257,3012377,SF,composite
110258,3012378,sAGN,composite
110259,3012379,unclassified,unclassified
110260,3012380,unclassified,unclassified
110261,3012381,unclassified,unclassified
110262,3012382,retired,SF
110263,3012383,SF,SF
110264,3012384,SF,SF
110265,3012385,SF,unclassified
110266,3012386,retired,unclassified
110267,3012387,sAGN,composite
110268,3012388,wAGN,composite
110269,3012389,unclassified,unclassified
110270,3012390,unclassified,unclassified
110271,3012391,SF,SF
110272,3012392,SF,unclassified
110273,3012393,sAGN,composite
110274,3012394,SF,SF
110275,3012395,retired,unclassified
110276,3012396,sAGN,SF
110277,3012397,retired,composite
110278,3012398,unclassified,unclassified
110279,3012399,SF,unclassified
110280,3012400,retired,unclassified
110281,3012401,SF,SF
110282,3012402,sAGN,seyfert
110283,3012403,unclassified,unclassified
110284,3012404,SF,unclassified
110285,3012405,SF,SF
110286,3012406,sAGN,SF
110287,3012407,SF,SF
110288,3012408,wAGN,composite
110289,3012409,unclassified,unclassified
110290,3012410,sAGN,seyfert
110291,3012411,sAGN,unclassified
110292,3012413,sAGN,SF
110293,3012414,unclassified,unclassified
110294,3012415,unclassified,unclassified
110295,3012416,SF,SF
110296,3012417,sAGN,composite
110297,3012418,retired,unclassified
110298,3012419,SF,unclassified
110299,3012420,SF,SF
110300,3012421,SF,SF
110301,3012422,SF,SF
110302,3012423,sAGN,SF
110303,3012424,sAGN,composite
110304,3012425,SF,unclassified
110305,3012426,SF,SF
110306,3012427,SF,SF
110307,3012428,unclassified,unclassified
110308,3012429,unclassified,unclassified
110309,3012430,SF,unclassified
110310,3012431,SF,unclassified
110311,3012432,unclassified,unclassified
110312,3012433,SF,SF
110313,3012434,SF,SF
110314,3012435,wAGN,composite
110315,3012436,SF,unclassified
110316,3012437,SF,SF
110317,3012438,SF,SF
110318,3012439,SF,SF
110319,3012440,SF,unclassified
110320,3012441,SF,SF
110321,3012442,SF,composite
110322,3012443,SF,unclassified
110323,3012444,SF,composite
110324,3012445,SF,seyfert
110325,3012446,SF,unclassified
110326,3012447,SF,SF
110327,3012448,SF,SF
110328,3012449,SF,SF
110329,3012450,SF,SF
110330,3012451,SF,SF
110331,3012452,SF,SF
110332,3012453,SF,SF
110333,3012454,SF,unclassified
110334,3012455,retired,unclassified
110335,3012456,unclassified,unclassified
110336,3012457,sAGN,unclassified
110337,3012458,sAGN,composite
110338,3012459,sAGN,SF
110339,3012460,SF,unclassified
110340,3012461,SF,SF
110341,3012462,sAGN,composite
110342,3012463,unclassified,unclassified
110343,3012464,unclassified,unclassified
110344,3012465,SF,SF
110345,3012466,SF,SF
110346,3012467,retired,unclassified
110347,3012468,wAGN,composite
110348,3012469,SF,SF
110349,3012470,retired,unclassified
110350,3012471,retired,unclassified
110351,3012472,wAGN,composite
110352,3012473,unclassified,unclassified
110353,3012474,retired,LINERs
110354,3012475,wAGN,composite
110355,3012476,SF,SF
110356,3012477,retired,unclassified
110357,3012478,SF,SF
110358,3012479,retired,seyfert
110359,3012480,SF,SF
110360,3012481,retired,SF
110361,3012482,retired,unclassified
110362,3012483,unclassified,unclassified
110363,3012484,retired,SF
110364,3012485,SF,unclassified
110365,3012486,SF,SF
110366,3012487,unclassified,unclassified
110367,3012488,unclassified,unclassified
110368,3012489,sAGN,composite
110369,3012490,SF,SF
110370,3012491,retired,unclassified
110371,3012492,unclassified,unclassified
110372,3012493,sAGN,LINERs
110373,3012494,SF,SF
110374,3012495,unclassified,unclassified
110375,3012496,retired,unclassified
110376,3012497,SF,unclassified
110377,3012498,SF,composite
110378,3012499,unclassified,unclassified
110379,3012500,wAGN,composite
110380,3012501,sAGN,composite
110381,3012502,sAGN,composite
110382,3012503,wAGN,LINERs
110383,3012504,unclassified,unclassified
110384,3012505,wAGN,composite
110385,3012506,unclassified,unclassified
110386,3012507,sAGN,composite
110387,3012508,wAGN,composite
110388,3012509,unclassified,unclassified
110389,3012510,unclassified,unclassified
110390,3012511,SF,SF
110391,3012512,SF,SF
110392,3012513,SF,SF
110393,3012514,SF,SF
110394,3012515,SF,SF
110395,3012516,unclassified,unclassified
110396,3012517,SF,SF
110397,3012518,SF,composite
110398,3012519,SF,SF
110399,3012520,sAGN,composite
110400,3012521,SF,unclassified
110401,3012522,retired,LINERs
110402,3012523,SF,SF
110403,3012524,unclassified,unclassified
110404,3012525,SF,unclassified
110405,3012526,retired,unclassified
110406,3012527,retired,composite
110407,3012528,SF,SF
110408,3012529,SF,SF
110409,3012530,SF,SF
110410,3012531,retired,composite
110411,3012532,SF,SF
110412,3012533,SF,SF
110413,3012534,sAGN,SF
110414,3012535,SF,SF
110415,3012536,retired,unclassified
110416,3012537,retired,LINERs
110417,3012538,SF,SF
110418,3012539,SF,SF
110419,3012540,unclassified,unclassified
110420,3012541,wAGN,unclassified
110421,3012542,sAGN,unclassified
110422,3012543,unclassified,unclassified
110423,3012544,SF,unclassified
110424,3012545,sAGN,unclassified
110425,3012546,retired,LINERs
110426,3012547,retired,unclassified
110427,3012548,SF,SF
110428,3012549,SF,SF
110429,3012550,retired,LINERs
110430,3012551,retired,unclassified
110431,3012552,SF,SF
110432,3012553,unclassified,unclassified
110433,3012554,SF,composite
110434,3012555,SF,unclassified
110435,3012556,unclassified,unclassified
110436,3012557,SF,SF
110437,3012558,SF,SF
110438,3012559,retired,seyfert
110439,3012560,SF,SF
110440,3012561,retired,unclassified
110441,3012562,SF,unclassified
110442,3012563,retired,composite
110443,3012564,retired,unclassified
110444,3012565,SF,SF
110445,3012566,SF,SF
110446,3012567,SF,SF
110447,3012568,SF,unclassified
110448,3012569,wAGN,unclassified
110449,3012570,retired,LINERs
110450,3012571,SF,unclassified
110451,3012572,wAGN,unclassified
110452,3012573,SF,SF
110453,3012574,SF,SF
110454,3012575,SF,SF
110455,3012576,retired,LINERs
110456,3012577,SF,unclassified
110457,3012578,SF,SF
110458,3012579,unclassified,unclassified
110459,3012580,wAGN,SF
110460,3012581,SF,composite
110461,3012582,unclassified,unclassified
110462,3012583,retired,unclassified
110463,3012584,unclassified,unclassified
110464,3012585,unclassified,unclassified
110465,3012586,SF,SF
110466,3012587,sAGN,composite
110467,3012588,SF,SF
110468,3012589,SF,SF
110469,3012590,retired,unclassified
110470,3012591,sAGN,composite
110471,3012592,unclassified,unclassified
110472,3012593,SF,SF
110473,3012594,unclassified,unclassified
110474,3012595,SF,SF
110475,3012596,SF,unclassified
110476,3012597,SF,unclassified
110477,3012598,wAGN,composite
110478,3012599,retired,unclassified
110479,3012600,unclassified,unclassified
110480,3012601,unclassified,unclassified
110481,3012602,unclassified,unclassified
110482,3012603,retired,composite
110483,3012604,SF,SF
110484,3012605,SF,unclassified
110485,3012606,SF,SF
110486,3012607,unclassified,unclassified
110487,3012608,SF,SF
110488,3012609,unclassified,unclassified
110489,3012610,retired,LINERs
110490,3012611,wAGN,seyfert
110491,3012612,sAGN,composite
110492,3012613,SF,composite
110493,3012614,SF,unclassified
110494,3012615,unclassified,unclassified
110495,3012616,SF,SF
110496,3012617,SF,unclassified
110497,3012618,unclassified,unclassified
110498,3012619,SF,SF
110499,3012620,SF,SF
110500,3012621,unclassified,unclassified
110501,3012622,SF,composite
110502,3012623,SF,composite
110503,3012624,unclassified,unclassified
110504,3012625,unclassified,unclassified
110505,3012626,unclassified,unclassified
110506,3012627,unclassified,unclassified
110507,3012628,unclassified,unclassified
110508,3012629,unclassified,unclassified
110509,3012630,SF,SF
110510,3012631,SF,unclassified
110511,3012632,SF,SF
110512,3012633,SF,SF
110513,3012634,SF,unclassified
110514,3012635,unclassified,unclassified
110515,3012636,sAGN,composite
110516,3012637,retired,SF
110517,3012638,unclassified,unclassified
110518,3012639,sAGN,composite
110519,3012640,SF,SF
110520,3012641,sAGN,composite
110521,3012642,SF,SF
110522,3012643,SF,composite
110523,3012644,SF,seyfert
110524,3012645,SF,seyfert
110525,3012646,unclassified,unclassified
110526,3012647,unclassified,unclassified
110527,3012648,SF,SF
110528,3012649,retired,unclassified
110529,3012650,SF,SF
110530,3012651,unclassified,unclassified
110531,3012652,sAGN,composite
110532,3012653,SF,composite
110533,3012654,SF,SF
110534,3012655,SF,SF
110535,3012656,unclassified,unclassified
110536,3012657,unclassified,unclassified
110537,3012658,sAGN,composite
110538,3012659,SF,SF
110539,3012660,unclassified,unclassified
110540,3012661,retired,unclassified
110541,3012662,wAGN,unclassified
110542,3012663,unclassified,unclassified
110543,3012664,unclassified,unclassified
110544,3012665,SF,SF
110545,3012666,unclassified,unclassified
110546,3012667,SF,unclassified
110547,3012668,retired,seyfert
110548,3012669,sAGN,composite
110549,3012670,unclassified,unclassified
110550,3012671,retired,unclassified
110551,3012672,retired,unclassified
110552,3012673,SF,composite
110553,3012674,retired,unclassified
110554,3012675,retired,unclassified
110555,3012676,SF,seyfert
110556,3012677,unclassified,unclassified
110557,3012678,SF,SF
110558,3012679,unclassified,unclassified
110559,3012680,SF,SF
110560,3012681,retired,SF
110561,3012682,unclassified,unclassified
110562,3012683,sAGN,composite
110563,3012684,unclassified,unclassified
110564,3012685,sAGN,seyfert
110565,3012686,retired,LINERs
110566,3012687,SF,unclassified
110567,3012688,SF,SF
110568,3012689,SF,composite
110569,3012690,unclassified,unclassified
110570,3012691,unclassified,unclassified
110571,3012692,unclassified,unclassified
110572,3012693,SF,SF
110573,3012694,unclassified,unclassified
110574,3012695,sAGN,seyfert
110575,3012696,SF,SF
110576,3012697,retired,seyfert
110577,3012698,unclassified,unclassified
110578,3012699,SF,SF
110579,3012700,unclassified,unclassified
110580,3012701,unclassified,unclassified
110581,3012702,unclassified,unclassified
110582,3012703,retired,unclassified
110583,3012704,unclassified,unclassified
110584,3012705,unclassified,unclassified
110585,3012706,unclassified,unclassified
110586,3012707,SF,SF
110587,3012708,unclassified,unclassified
110588,3012709,retired,unclassified
110589,3012710,unclassified,unclassified
110590,3012711,SF,unclassified
110591,3012712,retired,composite
110592,3012713,SF,SF
110593,3012714,sAGN,composite
110594,3012715,retired,SF
110595,3012716,SF,SF
110596,3012717,unclassified,unclassified
110597,3012718,unclassified,unclassified
110598,3012719,SF,SF
110599,3012720,SF,seyfert
110600,3012721,SF,SF
110601,3012722,SF,SF
110602,3012723,unclassified,unclassified
110603,3012724,SF,SF
110604,3012725,unclassified,unclassified
110605,3012726,retired,unclassified
110606,3012727,unclassified,unclassified
110607,3012728,SF,SF
110608,3012729,unclassified,unclassified
110609,3012730,SF,SF
110610,3012731,SF,SF
110611,3012732,sAGN,seyfert
110612,3012733,retired,composite
110613,3012734,SF,SF
110614,3012735,SF,unclassified
110615,3012736,sAGN,composite
110616,3012737,SF,SF
110617,3012738,SF,unclassified
110618,3012739,unclassified,unclassified
110619,3012740,SF,SF
110620,3012741,passive,unclassified
110621,3012742,unclassified,unclassified
110622,3012743,SF,SF
110623,3012744,unclassified,unclassified
110624,3012745,wAGN,composite
110625,3012746,sAGN,seyfert
110626,3012747,unclassified,unclassified
110627,3012748,sAGN,composite
110628,3012749,retired,unclassified
110629,3012750,unclassified,unclassified
110630,3012751,SF,SF
110631,3012752,unclassified,unclassified
110632,3012753,retired,unclassified
110633,3012754,SF,SF
110634,3012755,SF,SF
110635,3012756,sAGN,composite
110636,3012757,retired,composite
110637,3012758,unclassified,unclassified
110638,3012759,unclassified,unclassified
110639,3012760,SF,SF
110640,3012761,retired,LINERs
110641,3012762,unclassified,unclassified
110642,3012763,SF,seyfert
110643,3012764,SF,composite
110644,3012765,SF,unclassified
110645,3012766,sAGN,composite
110646,3012767,retired,unclassified
110647,3012768,retired,unclassified
110648,3012769,unclassified,unclassified
110649,3012770,wAGN,composite
110650,3012771,retired,unclassified
110651,3012772,sAGN,unclassified
110652,3012773,unclassified,unclassified
110653,3012774,SF,seyfert
110654,3012775,unclassified,unclassified
110655,3012776,SF,SF
110656,3012777,unclassified,unclassified
110657,3012778,unclassified,unclassified
110658,3012779,retired,composite
110659,3012780,wAGN,seyfert
110660,3012781,retired,unclassified
110661,3012782,SF,SF
110662,3012783,SF,composite
110663,3012784,SF,SF
110664,3012785,passive,composite
110665,3012786,unclassified,unclassified
110666,3012787,SF,composite
110667,3012788,SF,SF
110668,3012789,SF,unclassified
110669,3012790,SF,SF
110670,3012791,passive,unclassified
110671,3012792,retired,SF
110672,3012793,unclassified,unclassified
110673,3012794,SF,SF
110674,3012795,SF,SF
110675,3012796,SF,SF
110676,3012797,unclassified,unclassified
