,CATAID,WHAN classification,BPT classification
48593,185735,retired,LINERs
48594,185736,SF,unclassified
48595,185737,SF,SF
48596,185738,SF,SF
48597,185739,unclassified,unclassified
48598,185740,SF,SF
48599,185741,SF,unclassified
48600,185742,SF,SF
48601,185743,unclassified,unclassified
48602,185744,passive,SF
48603,185745,SF,SF
48604,185746,SF,SF
48605,185747,SF,SF
48606,185748,SF,SF
48607,185749,retired,SF
48608,185750,SF,SF
48609,185751,SF,SF
48610,185752,SF,composite
48611,185753,SF,SF
48612,185754,SF,seyfert
48613,185755,SF,SF
48614,185756,SF,SF
48615,185757,retired,unclassified
48616,185758,SF,unclassified
48617,185759,SF,SF
48618,185760,SF,SF
48619,185761,retired,composite
48620,185762,retired,composite
48621,185763,sAGN,composite
48622,185764,SF,SF
48623,185765,unclassified,unclassified
48624,185766,retired,seyfert
48625,185767,SF,SF
48626,185768,SF,unclassified
48627,185769,sAGN,composite
48628,185770,retired,LINERs
48629,185771,SF,composite
48630,185772,SF,SF
48631,185773,SF,SF
48632,185774,SF,SF
48633,185775,unclassified,unclassified
48634,185776,SF,composite
48635,185777,unclassified,unclassified
48636,185778,unclassified,unclassified
48637,185779,unclassified,unclassified
48638,185780,SF,SF
48639,185781,sAGN,composite
48640,185782,sAGN,SF
48641,185783,wAGN,unclassified
48642,185784,sAGN,SF
48643,185785,SF,composite
48644,185786,SF,SF
48645,185787,SF,unclassified
48646,185788,SF,unclassified
48647,185789,retired,LINERs
48648,185790,SF,SF
48649,185791,retired,unclassified
48650,185792,sAGN,composite
48651,185793,unclassified,unclassified
48652,185794,sAGN,SF
48653,185795,SF,SF
48654,185796,sAGN,composite
48655,185797,sAGN,seyfert
48656,185798,SF,unclassified
48657,185799,wAGN,unclassified
48658,185800,unclassified,unclassified
48659,185801,SF,composite
48660,185802,SF,SF
48661,185803,unclassified,unclassified
48662,185804,SF,SF
48663,185805,SF,SF
48664,185806,unclassified,unclassified
48665,185807,SF,SF
48666,185808,retired,composite
48667,185809,SF,SF
48668,185810,SF,SF
48669,185811,SF,SF
48670,185812,SF,unclassified
48671,185813,SF,SF
48672,185814,SF,SF
48673,185815,retired,LINERs
48674,185816,unclassified,unclassified
48675,185817,unclassified,unclassified
48676,185818,unclassified,unclassified
48677,185819,retired,LINERs
48678,185820,SF,SF
48679,185821,SF,SF
48680,185822,unclassified,unclassified
48681,185823,SF,SF
48682,185824,SF,SF
48683,185825,retired,SF
48684,185826,unclassified,unclassified
48685,185827,SF,SF
48686,185828,unclassified,unclassified
48687,185829,SF,SF
48688,185830,SF,SF
48689,185831,unclassified,unclassified
48690,185832,SF,SF
48691,185833,unclassified,unclassified
48692,185834,SF,SF
48693,185835,unclassified,unclassified
48694,185836,unclassified,unclassified
48695,185837,SF,unclassified
48696,185838,SF,SF
48697,185839,unclassified,unclassified
48698,185840,SF,SF
48699,185841,SF,composite
48700,185842,retired,unclassified
48701,185843,unclassified,unclassified
48702,185844,wAGN,composite
48703,185845,retired,unclassified
48704,185846,SF,unclassified
48705,185847,SF,SF
48706,185848,SF,SF
48707,185849,SF,SF
48708,185850,unclassified,unclassified
48709,185851,unclassified,unclassified
48710,185852,SF,SF
48711,185853,SF,unclassified
48712,185854,unclassified,unclassified
48713,185855,unclassified,unclassified
48714,185856,SF,seyfert
48715,185857,SF,SF
48716,185858,SF,SF
48717,185859,SF,SF
48718,185860,SF,SF
48719,185861,retired,unclassified
48720,185862,SF,SF
48721,185863,retired,unclassified
48722,185864,SF,SF
48723,185865,wAGN,seyfert
48724,185866,SF,SF
48725,185867,sAGN,seyfert
48726,185868,unclassified,unclassified
48727,185869,SF,SF
48728,185870,unclassified,unclassified
48729,185871,retired,composite
48730,185872,unclassified,unclassified
48731,185873,SF,SF
48732,185874,SF,seyfert
48733,185875,unclassified,unclassified
48734,185876,sAGN,composite
48735,185877,unclassified,unclassified
48736,185878,SF,SF
48737,185879,sAGN,composite
48738,185880,SF,SF
48739,185881,sAGN,composite
48740,185882,retired,composite
48741,185883,wAGN,unclassified
48742,185884,sAGN,composite
48743,185885,unclassified,unclassified
48744,185886,SF,SF
48745,185887,sAGN,LINERs
48746,185888,sAGN,composite
48747,185889,SF,SF
48748,185890,wAGN,unclassified
48749,185891,retired,SF
48750,185892,wAGN,unclassified
48751,185893,SF,unclassified
48752,185894,SF,SF
48753,185895,SF,unclassified
48754,185896,unclassified,unclassified
48755,185897,SF,unclassified
48756,185898,unclassified,unclassified
48757,185899,SF,unclassified
48758,185900,retired,LINERs
48759,185901,unclassified,unclassified
48760,185902,retired,unclassified
48761,185903,retired,unclassified
48762,185904,SF,SF
48763,185905,SF,SF
48764,185906,SF,SF
48765,185907,retired,unclassified
48766,185908,sAGN,seyfert
48767,185909,retired,SF
48768,185910,SF,SF
48769,185911,SF,SF
48770,185912,wAGN,composite
48771,185913,SF,SF
48772,185914,retired,unclassified
48773,185915,SF,SF
48774,185916,unclassified,unclassified
48775,185917,unclassified,unclassified
48776,185918,SF,SF
48777,185919,sAGN,composite
48778,185920,unclassified,unclassified
48779,185921,unclassified,unclassified
48780,185922,SF,SF
48781,185923,SF,SF
48782,185924,SF,SF
48783,185925,unclassified,unclassified
48784,185926,SF,SF
48785,185927,SF,SF
48786,185928,retired,seyfert
48787,185929,SF,SF
48788,185930,SF,SF
48789,185931,sAGN,composite
48790,185932,SF,SF
48791,185933,SF,SF
48792,185934,unclassified,unclassified
48793,185935,SF,SF
48794,185936,unclassified,unclassified
48795,185937,unclassified,unclassified
48796,185938,unclassified,unclassified
48797,185939,SF,composite
48798,185940,sAGN,LINERs
48799,185941,sAGN,composite
48800,185942,retired,unclassified
48801,185943,SF,SF
48802,185944,SF,SF
48803,185945,SF,SF
48804,185946,retired,unclassified
48805,185947,SF,SF
48806,185948,wAGN,composite
48807,185949,sAGN,composite
48808,185950,SF,SF
48809,185951,unclassified,unclassified
48810,185952,SF,SF
48811,185953,SF,SF
48812,185954,unclassified,unclassified
48813,185955,SF,SF
48814,185956,sAGN,unclassified
48815,185957,SF,SF
48816,185958,sAGN,composite
48817,185959,SF,unclassified
48818,185960,SF,unclassified
48819,185961,retired,unclassified
48820,185962,SF,SF
48821,185963,sAGN,unclassified
48822,185964,unclassified,unclassified
48823,185965,SF,composite
48824,185966,retired,composite
48825,185967,retired,unclassified
48826,185968,unclassified,unclassified
48827,185969,SF,SF
48828,185970,wAGN,composite
48829,185971,sAGN,seyfert
48830,185972,SF,composite
48831,185973,SF,SF
48832,185974,retired,unclassified
48833,185975,retired,unclassified
48834,185976,unclassified,unclassified
48835,185977,unclassified,unclassified
48836,185978,SF,SF
48837,185979,SF,SF
48838,185980,SF,composite
48839,185981,SF,composite
48840,185982,sAGN,composite
48841,185983,SF,SF
48842,185984,SF,SF
48843,185985,SF,SF
48844,185986,SF,SF
48845,185987,wAGN,LINERs
48846,185988,unclassified,unclassified
48847,185989,SF,SF
48848,185990,unclassified,unclassified
48849,185991,SF,SF
48850,185992,sAGN,seyfert
48851,185993,SF,unclassified
48852,185994,retired,composite
48853,185995,sAGN,composite
48854,185996,SF,SF
48855,185997,SF,SF
48856,185998,SF,SF
48857,185999,retired,unclassified
48858,186000,retired,unclassified
48859,186001,SF,SF
48860,186002,unclassified,unclassified
48861,186003,retired,seyfert
48862,186004,SF,SF
48863,186005,unclassified,unclassified
48864,186006,unclassified,unclassified
48865,186007,SF,SF
48866,186008,SF,SF
48867,186009,SF,SF
48868,186010,SF,SF
48869,186011,wAGN,unclassified
48870,186012,SF,SF
48871,186013,unclassified,unclassified
48872,186014,sAGN,composite
48873,186015,SF,SF
48874,186016,SF,SF
48875,186017,SF,SF
48876,186018,SF,composite
48877,186019,SF,SF
48878,186020,SF,SF
48879,186021,SF,SF
48880,186022,unclassified,unclassified
48881,186023,SF,unclassified
48882,186024,unclassified,unclassified
48883,186025,SF,SF
48884,186026,unclassified,unclassified
48885,186027,unclassified,unclassified
48886,186028,SF,SF
48887,186029,SF,unclassified
48888,186030,wAGN,composite
48889,186031,SF,SF
48890,186032,SF,SF
48891,186033,retired,unclassified
48892,186034,unclassified,unclassified
48893,186035,unclassified,unclassified
48894,186036,sAGN,composite
48895,186037,retired,unclassified
48896,186038,retired,composite
48897,186039,SF,SF
48898,186040,retired,LINERs
48899,186041,unclassified,unclassified
48900,186042,unclassified,unclassified
48901,186043,unclassified,unclassified
48902,186044,SF,SF
48903,186045,SF,unclassified
48904,186046,retired,composite
48905,186047,SF,composite
48906,186048,SF,SF
48907,186049,retired,unclassified
48908,186050,SF,SF
48909,186051,wAGN,LINERs
48910,186052,SF,SF
48911,186053,passive,composite
48912,186054,retired,unclassified
48913,186055,SF,SF
48914,186056,SF,SF
48915,186057,unclassified,unclassified
48916,186058,SF,SF
48917,186059,unclassified,unclassified
48918,186060,SF,seyfert
48919,186061,SF,SF
48920,186062,retired,LINERs
48921,186063,unclassified,unclassified
48922,186064,unclassified,unclassified
48923,186065,unclassified,unclassified
48924,186066,retired,unclassified
48925,186067,unclassified,unclassified
48926,186068,retired,unclassified
48927,186069,SF,SF
48928,186070,unclassified,unclassified
48929,186071,unclassified,unclassified
48930,186072,unclassified,unclassified
48931,186073,SF,SF
48932,186074,SF,SF
48933,186075,unclassified,unclassified
48934,186076,unclassified,unclassified
48935,186077,unclassified,unclassified
48936,186078,SF,SF
48937,186079,unclassified,unclassified
48938,186080,unclassified,unclassified
48939,186081,unclassified,unclassified
48940,186082,sAGN,seyfert
48941,186083,retired,unclassified
48942,186084,retired,composite
48943,186085,wAGN,composite
48944,186086,unclassified,unclassified
48945,186087,SF,SF
48946,186088,unclassified,unclassified
48947,186089,unclassified,unclassified
48948,186090,SF,composite
48949,186091,SF,SF
48950,186092,SF,SF
48951,186093,unclassified,unclassified
48952,186094,sAGN,composite
48953,186095,SF,SF
48954,186096,unclassified,unclassified
48955,186097,SF,SF
48956,186098,SF,SF
48957,186099,SF,SF
48958,186100,SF,SF
48959,186101,unclassified,unclassified
48960,186102,unclassified,unclassified
48961,186103,unclassified,unclassified
48962,186104,retired,LINERs
48963,186105,SF,unclassified
48964,186106,unclassified,unclassified
48965,186107,unclassified,unclassified
48966,186108,SF,composite
48967,186109,unclassified,unclassified
48968,186110,retired,unclassified
48969,186111,retired,composite
48970,186112,SF,SF
48971,186113,SF,SF
48972,186114,unclassified,unclassified
48973,186115,wAGN,composite
48974,186116,unclassified,unclassified
48975,186117,retired,LINERs
48976,186118,unclassified,unclassified
48977,186119,unclassified,unclassified
48978,186120,unclassified,unclassified
48979,186121,unclassified,unclassified
48980,186122,SF,SF
48981,186123,retired,SF
48982,186124,SF,SF
48983,186125,SF,SF
48984,186126,sAGN,composite
48985,186127,unclassified,unclassified
48986,186128,sAGN,composite
48987,186129,retired,LINERs
48988,186130,unclassified,unclassified
48989,186131,unclassified,unclassified
48990,186132,retired,unclassified
48991,186133,SF,unclassified
48992,186134,retired,unclassified
48993,186135,SF,SF
48994,186136,sAGN,SF
48995,186137,SF,SF
48996,186138,SF,SF
48997,186139,SF,SF
48998,186140,SF,SF
48999,186141,unclassified,unclassified
49000,186142,SF,SF
49001,186143,retired,composite
49002,186144,unclassified,unclassified
49003,186145,unclassified,unclassified
49004,186146,wAGN,composite
49005,186147,unclassified,unclassified
49006,186148,SF,SF
49007,186149,unclassified,unclassified
49008,186150,unclassified,unclassified
49009,186151,SF,SF
49010,186152,retired,unclassified
49011,186153,SF,composite
49012,186154,SF,SF
49013,186155,SF,composite
49014,186156,unclassified,unclassified
49015,186157,retired,composite
49016,186158,SF,unclassified
49017,186159,sAGN,composite
49018,186160,sAGN,composite
49019,186161,sAGN,unclassified
49020,186162,SF,SF
49021,186163,retired,unclassified
49022,186164,SF,SF
49023,186165,SF,SF
49024,186166,SF,SF
49025,186167,SF,SF
49026,186168,unclassified,unclassified
49027,186169,wAGN,unclassified
49028,186170,SF,SF
49029,186171,unclassified,unclassified
49030,186172,SF,unclassified
49031,186173,SF,SF
49032,186174,unclassified,unclassified
49033,186175,SF,SF
49034,186176,unclassified,unclassified
49035,186177,unclassified,unclassified
49036,186178,SF,SF
49037,186179,SF,SF
49038,186180,unclassified,unclassified
49039,186181,unclassified,unclassified
49040,186182,SF,SF
49041,186183,passive,unclassified
49042,186184,SF,composite
49043,186185,SF,composite
49044,186186,SF,SF
49045,186187,retired,LINERs
49046,186188,unclassified,unclassified
49047,186189,SF,SF
49048,186190,SF,unclassified
49049,186191,unclassified,unclassified
49050,186192,unclassified,unclassified
49051,186193,unclassified,unclassified
49052,186194,unclassified,unclassified
49053,186195,SF,SF
49054,186196,SF,SF
49055,186197,SF,SF
49056,186198,SF,SF
49057,186199,SF,SF
49058,186200,sAGN,unclassified
49059,186201,wAGN,unclassified
49060,186202,SF,SF
49061,186203,retired,unclassified
49062,186204,SF,SF
49063,186205,SF,SF
49064,186206,SF,unclassified
49065,186207,SF,SF
49066,186208,retired,composite
49067,186209,SF,SF
49068,186210,SF,SF
49069,186211,sAGN,composite
49070,186212,SF,SF
49071,186213,unclassified,unclassified
49072,186214,unclassified,unclassified
49073,186215,SF,SF
49074,186216,unclassified,unclassified
49075,186217,sAGN,composite
49076,186218,unclassified,unclassified
49077,186219,SF,unclassified
49078,186220,sAGN,composite
49079,186221,sAGN,composite
49080,186222,SF,SF
49081,186223,SF,SF
49082,186224,SF,SF
49083,186225,SF,SF
49084,186226,SF,SF
49085,186227,SF,SF
49086,186228,retired,LINERs
49087,186229,SF,SF
49088,186230,SF,seyfert
49089,186231,unclassified,unclassified
49090,186232,SF,unclassified
49091,186233,SF,SF
49092,186234,sAGN,composite
49093,186235,SF,SF
49094,186236,SF,SF
49095,186237,SF,SF
49096,186238,SF,SF
49097,186239,retired,unclassified
49098,186240,retired,composite
49099,186241,SF,unclassified
49100,186242,SF,composite
49101,186243,SF,SF
49102,186244,retired,unclassified
49103,186245,unclassified,unclassified
49104,186246,SF,unclassified
49105,186247,SF,SF
49106,186248,SF,composite
49107,186249,SF,SF
49108,186250,SF,SF
49109,186251,unclassified,unclassified
49110,186252,SF,SF
49111,186253,SF,SF
49112,186254,unclassified,unclassified
49113,186255,SF,composite
49114,186256,unclassified,unclassified
49115,186257,SF,composite
49116,186258,wAGN,composite
49117,186259,SF,SF
49118,186260,wAGN,unclassified
49119,186261,unclassified,unclassified
49120,186262,SF,SF
49121,186263,unclassified,unclassified
49122,186264,sAGN,composite
49123,186265,unclassified,unclassified
49124,186266,retired,LINERs
49125,186267,retired,unclassified
49126,186268,SF,SF
49127,186269,SF,composite
49128,186270,SF,SF
49129,186271,sAGN,unclassified
49130,186272,unclassified,unclassified
49131,186273,SF,SF
49132,186274,unclassified,unclassified
49133,186275,unclassified,unclassified
49134,186276,unclassified,unclassified
49135,186277,sAGN,seyfert
49136,186278,retired,unclassified
49137,186279,sAGN,seyfert
49138,186280,SF,composite
49139,186281,sAGN,unclassified
49140,186282,SF,SF
49141,186283,SF,SF
49142,186284,retired,unclassified
49143,186285,retired,LINERs
49144,186286,retired,unclassified
49145,186287,sAGN,composite
49146,186288,SF,SF
49147,186289,SF,SF
49148,186290,SF,SF
49149,186291,sAGN,composite
49150,186292,retired,LINERs
49151,186293,SF,composite
49152,186294,wAGN,LINERs
49153,186295,unclassified,unclassified
49154,186296,unclassified,unclassified
49155,186297,unclassified,unclassified
49156,186298,wAGN,unclassified
49157,186299,retired,unclassified
49158,186300,unclassified,unclassified
49159,186301,unclassified,unclassified
49160,186302,unclassified,unclassified
49161,186303,SF,SF
49162,186304,unclassified,unclassified
49163,186305,SF,SF
49164,186306,wAGN,composite
49165,186307,unclassified,unclassified
49166,186308,unclassified,unclassified
49167,186309,SF,SF
49168,186310,SF,SF
49169,186311,SF,SF
49170,186312,SF,unclassified
49171,186313,SF,SF
49172,186314,SF,unclassified
49173,186315,unclassified,unclassified
49174,186316,SF,SF
49175,186317,unclassified,unclassified
49176,186318,unclassified,unclassified
49177,186319,sAGN,composite
49178,186320,unclassified,unclassified
49179,186321,SF,seyfert
49180,186322,SF,SF
49181,186323,SF,unclassified
49182,186324,SF,unclassified
49183,186325,unclassified,unclassified
49184,186326,SF,SF
49185,186327,SF,seyfert
49186,186328,unclassified,unclassified
49187,186329,unclassified,unclassified
49188,186330,unclassified,unclassified
49189,186331,unclassified,unclassified
49190,186332,sAGN,composite
49191,186333,retired,SF
49192,186334,retired,unclassified
49193,186335,retired,unclassified
49194,186336,sAGN,composite
49195,186337,unclassified,unclassified
49196,186338,SF,SF
49197,186339,SF,SF
49198,186340,unclassified,unclassified
49199,186341,unclassified,composite
49200,186342,sAGN,composite
49201,186343,sAGN,composite
49202,186344,unclassified,unclassified
49203,186345,SF,seyfert
49204,186346,unclassified,unclassified
49205,186347,retired,unclassified
49206,186348,SF,SF
49207,186349,SF,SF
49208,186350,SF,SF
49209,186351,SF,SF
49210,186352,unclassified,unclassified
49211,186353,unclassified,unclassified
49212,186354,SF,SF
49213,186355,unclassified,unclassified
49214,186356,unclassified,unclassified
49215,186357,SF,SF
49216,186358,retired,unclassified
49217,186359,sAGN,composite
49218,186360,unclassified,unclassified
49219,186361,retired,unclassified
49220,186362,SF,unclassified
49221,186363,SF,SF
49222,186364,SF,composite
49223,186365,unclassified,unclassified
49224,186366,SF,unclassified
49225,186367,wAGN,composite
49226,186368,wAGN,composite
49227,186369,SF,SF
49228,186370,sAGN,composite
49229,186371,SF,SF
49230,186372,SF,SF
49231,186374,SF,SF
49232,186375,SF,SF
49233,186376,SF,SF
49234,186377,SF,SF
49235,186378,SF,SF
49236,186379,unclassified,unclassified
49237,186380,sAGN,composite
49238,186381,unclassified,unclassified
49239,186382,SF,SF
49240,186383,SF,SF
49241,186384,SF,SF
49242,186385,SF,SF
49243,186386,SF,SF
49244,186387,sAGN,composite
49245,186388,SF,SF
49246,186389,retired,LINERs
49247,186390,retired,unclassified
49248,186391,unclassified,unclassified
49249,186392,unclassified,unclassified
49250,186393,SF,SF
49251,186394,unclassified,unclassified
49252,186395,SF,SF
49253,186396,SF,SF
49254,186397,SF,unclassified
49255,186398,SF,seyfert
49256,186399,SF,SF
49257,186400,SF,composite
49258,186401,sAGN,composite
49259,186402,SF,SF
49260,186403,SF,SF
49261,186404,SF,SF
49262,186405,SF,SF
49263,186406,sAGN,SF
49264,186407,sAGN,composite
49265,186408,SF,SF
49266,186409,retired,unclassified
49267,186410,SF,SF
49268,186411,sAGN,composite
49269,186412,retired,unclassified
49270,186413,retired,unclassified
49271,186414,unclassified,unclassified
49272,186415,sAGN,composite
49273,186416,unclassified,unclassified
49274,186417,SF,SF
49275,186418,SF,SF
49276,186419,SF,SF
49277,186420,SF,composite
49278,186421,SF,SF
49279,186422,unclassified,unclassified
49280,186423,unclassified,unclassified
49281,186424,SF,composite
49282,186425,unclassified,unclassified
49283,186426,SF,SF
49284,186427,sAGN,LINERs
49285,186428,unclassified,unclassified
49286,186429,SF,SF
49287,186430,SF,SF
49288,186431,wAGN,composite
49289,186432,unclassified,SF
49290,186433,SF,unclassified
49291,186434,retired,seyfert
49292,186435,SF,SF
49293,186436,SF,unclassified
49294,186437,unclassified,unclassified
49295,186438,SF,SF
49296,186439,SF,SF
49297,186440,SF,SF
49298,186441,sAGN,composite
49299,186442,SF,SF
49300,186443,SF,composite
49301,186444,SF,unclassified
49302,186445,SF,SF
49303,186446,SF,SF
49304,186447,SF,SF
49305,186448,SF,SF
49306,186449,SF,SF
49307,186450,unclassified,unclassified
49308,186451,SF,SF
49309,186452,SF,composite
49310,186453,SF,unclassified
49311,186454,unclassified,unclassified
49312,186455,SF,SF
49313,186456,sAGN,composite
49314,186457,SF,SF
49315,186458,SF,SF
49316,186459,SF,SF
49317,186460,SF,unclassified
49318,186461,SF,SF
49319,186462,sAGN,composite
49320,186463,SF,SF
49321,186464,SF,SF
49322,186465,SF,SF
49323,186466,SF,SF
49324,186467,SF,SF
49325,186468,SF,composite
49326,186469,SF,SF
49327,186470,SF,SF
49328,186471,unclassified,unclassified
49329,186472,sAGN,composite
49330,186473,unclassified,unclassified
49331,186474,retired,unclassified
49332,186475,retired,unclassified
49333,186476,SF,unclassified
49334,186477,SF,SF
49335,186478,retired,unclassified
49336,186479,retired,unclassified
49337,186480,sAGN,composite
49338,186481,SF,SF
49339,186482,sAGN,LINERs
49340,186483,SF,SF
49341,186484,SF,composite
49342,186485,sAGN,composite
49343,186486,unclassified,unclassified
49344,186487,wAGN,composite
49345,186488,unclassified,unclassified
49346,186489,SF,SF
49347,186490,SF,unclassified
49348,186491,unclassified,unclassified
49349,186492,SF,unclassified
49350,186493,unclassified,unclassified
49351,186494,retired,unclassified
49352,186495,SF,SF
49353,186496,SF,unclassified
49354,186497,SF,SF
49355,186498,sAGN,seyfert
49356,186499,sAGN,seyfert
49357,186500,SF,SF
49358,186501,SF,SF
49359,186502,SF,SF
49360,186503,unclassified,unclassified
49361,186504,unclassified,unclassified
49362,186505,SF,unclassified
49363,186506,SF,SF
49364,186507,SF,unclassified
49365,186508,unclassified,unclassified
49366,186509,retired,LINERs
49367,186510,unclassified,unclassified
49368,186511,unclassified,unclassified
49369,186512,SF,SF
49370,186513,SF,SF
49371,186514,retired,unclassified
49372,186515,SF,SF
49373,186516,wAGN,composite
49374,186517,SF,SF
49375,186518,wAGN,unclassified
49376,186519,sAGN,composite
49377,186520,unclassified,unclassified
49378,186521,unclassified,unclassified
49379,186522,unclassified,unclassified
49380,186523,SF,SF
49381,186524,retired,LINERs
49382,186525,unclassified,unclassified
49383,186526,unclassified,unclassified
49384,186527,SF,SF
49385,186528,unclassified,unclassified
49386,186529,SF,SF
49387,186530,SF,SF
49388,186531,sAGN,composite
49389,186532,unclassified,unclassified
49390,186533,SF,SF
49391,186534,SF,SF
49392,186535,unclassified,unclassified
49393,186536,unclassified,unclassified
49394,186537,unclassified,unclassified
49395,186538,retired,unclassified
49396,186539,SF,SF
49397,186540,unclassified,unclassified
49398,186541,SF,SF
49399,186542,SF,composite
49400,186543,unclassified,unclassified
49401,186544,unclassified,unclassified
49402,186545,sAGN,unclassified
49403,186546,unclassified,unclassified
49404,186547,SF,composite
49405,186548,SF,SF
49406,186549,retired,unclassified
49407,186550,SF,seyfert
49408,186551,sAGN,composite
49409,186552,unclassified,unclassified
49410,186553,unclassified,unclassified
49411,186554,unclassified,unclassified
49412,186555,SF,unclassified
49413,186556,SF,SF
49414,186557,SF,unclassified
49415,186558,SF,SF
49416,186559,retired,unclassified
49417,186560,SF,composite
49418,186561,SF,SF
49419,186562,SF,SF
49420,186563,SF,SF
49421,186564,SF,SF
49422,186565,SF,SF
49423,186566,unclassified,unclassified
49424,186567,sAGN,composite
49425,186568,SF,SF
49426,186569,SF,SF
49427,186570,SF,SF
49428,186571,SF,unclassified
49429,186572,wAGN,unclassified
49430,186573,unclassified,unclassified
49431,186574,sAGN,seyfert
49432,186575,sAGN,composite
49433,186576,wAGN,composite
49434,186577,wAGN,LINERs
49435,186578,SF,SF
49436,186579,SF,SF
49437,186580,unclassified,unclassified
49438,186581,sAGN,composite
49439,186582,sAGN,composite
49440,186583,SF,SF
49441,186584,unclassified,unclassified
49442,186585,sAGN,composite
49443,186586,sAGN,seyfert
49444,186587,wAGN,unclassified
49445,186588,unclassified,unclassified
49446,186589,SF,SF
49447,186590,retired,unclassified
49448,186591,unclassified,unclassified
49449,186592,SF,SF
49450,186593,wAGN,composite
49451,186594,retired,LINERs
49452,186595,SF,SF
49453,186596,SF,SF
49454,186597,SF,SF
49455,186598,wAGN,unclassified
49456,186599,SF,SF
49457,186600,SF,SF
49458,186601,SF,SF
49459,186602,SF,SF
49460,186603,SF,SF
49461,186604,SF,unclassified
49462,186605,SF,SF
49463,186606,unclassified,unclassified
49464,186607,unclassified,unclassified
49465,186608,SF,composite
49466,186609,sAGN,composite
49467,186610,SF,unclassified
49468,186611,SF,SF
49469,186612,SF,SF
49470,186613,retired,unclassified
49471,186614,SF,composite
49472,186615,unclassified,unclassified
49473,186616,unclassified,unclassified
49474,186617,retired,seyfert
49475,186618,SF,unclassified
49476,186619,SF,unclassified
49477,186620,SF,unclassified
49478,186621,SF,composite
49479,186622,sAGN,composite
49480,186623,sAGN,composite
49481,186624,SF,SF
49482,186625,retired,composite
49483,186626,unclassified,unclassified
49484,186627,retired,composite
49485,186628,unclassified,unclassified
49486,186629,SF,unclassified
49487,186630,SF,composite
49488,186631,SF,SF
49489,186632,SF,SF
49490,186633,SF,SF
49491,186634,SF,SF
49492,186635,sAGN,SF
49493,186636,sAGN,composite
49494,186637,SF,SF
49495,186638,SF,unclassified
49496,186639,SF,SF
49497,186640,sAGN,LINERs
49498,186641,SF,SF
49499,186642,sAGN,composite
49500,186643,SF,unclassified
49501,186644,SF,SF
49502,186645,unclassified,unclassified
49503,186646,SF,SF
49504,186647,SF,SF
49505,186648,SF,unclassified
49506,186649,SF,composite
49507,186650,SF,SF
49508,186651,SF,composite
49509,186652,SF,SF
49510,186653,SF,SF
49511,186654,retired,unclassified
49512,186655,sAGN,composite
49513,186656,SF,unclassified
49514,186657,SF,SF
49515,186658,wAGN,composite
49516,186659,SF,SF
49517,186660,SF,composite
49518,186661,SF,SF
49519,186662,retired,LINERs
49520,186663,wAGN,composite
49521,186664,wAGN,composite
49522,186665,SF,SF
49523,186666,SF,composite
49524,186667,SF,unclassified
49525,186668,SF,SF
49526,186669,SF,composite
49527,186670,SF,SF
49528,186671,SF,composite
49529,186672,SF,unclassified
49530,186673,sAGN,composite
49531,186674,wAGN,composite
49532,186675,SF,unclassified
49533,186676,SF,SF
49534,186677,unclassified,unclassified
49535,186678,SF,SF
49536,186679,SF,unclassified
49537,186680,SF,SF
49538,186681,sAGN,composite
49539,186682,SF,SF
49540,186683,unclassified,unclassified
49541,186684,SF,SF
49542,186685,SF,SF
49543,186686,sAGN,composite
49544,186687,SF,SF
49545,186688,SF,SF
49546,186689,sAGN,composite
49547,186690,unclassified,unclassified
49548,186691,SF,SF
49549,186692,unclassified,unclassified
49550,186693,SF,SF
49551,186694,retired,unclassified
49552,186695,sAGN,unclassified
49553,186696,unclassified,unclassified
49554,186697,unclassified,unclassified
49555,186698,sAGN,SF
49556,186700,SF,SF
49557,186701,retired,composite
49558,186702,unclassified,unclassified
49559,186703,SF,SF
49560,186704,SF,SF
49561,186705,SF,SF
49562,186706,SF,SF
49563,186707,sAGN,unclassified
49564,186708,SF,SF
49565,186709,SF,SF
49566,186710,unclassified,unclassified
49567,186711,retired,unclassified
49568,186712,passive,SF
49569,186713,SF,SF
49570,186714,SF,SF
49571,186715,SF,unclassified
49572,186716,unclassified,unclassified
49573,186717,retired,unclassified
49574,186718,unclassified,unclassified
49575,186719,unclassified,unclassified
49576,186720,SF,SF
49577,186721,sAGN,composite
49578,186722,SF,composite
49579,186723,unclassified,unclassified
49580,186724,retired,unclassified
49581,186725,retired,composite
49582,186726,wAGN,composite
49583,186727,sAGN,SF
49584,186728,SF,SF
49585,186729,SF,SF
49586,186730,SF,unclassified
49587,186731,retired,SF
49588,186732,retired,unclassified
49589,186733,retired,unclassified
49590,186734,unclassified,unclassified
49591,186735,retired,composite
49592,186736,retired,unclassified
49593,186737,SF,SF
49594,186738,SF,SF
49595,186739,sAGN,composite
49596,186740,sAGN,unclassified
49597,186741,SF,unclassified
49598,186742,unclassified,unclassified
49599,186743,passive,unclassified
49600,186744,SF,SF
49601,186745,unclassified,unclassified
49602,186746,sAGN,composite
49603,186747,SF,SF
49604,186748,SF,SF
49605,186749,SF,SF
49606,186750,retired,unclassified
49607,186751,SF,SF
49608,186752,retired,unclassified
49609,186753,SF,SF
49610,186754,SF,unclassified
49611,186755,unclassified,unclassified
49612,186756,SF,SF
49613,186757,SF,unclassified
49614,186758,retired,LINERs
49615,186759,unclassified,unclassified
49616,186760,SF,composite
